event_id,timestamp_utc,country,region,city,site_code,latitude,longitude,agent_id,agent_rank,agent_clearance,team_id,operation_id,operation_codename,operation_type,target_sector,target_importance_score,target_risk_level,intel_source_primary,intel_source_secondary,intel_confidence_score,threat_score_overall,threat_financial,threat_cyber,threat_physical,money_moved_usd,records_exfiltrated,compromised_accounts,channel_email,channel_phone,channel_darknet,channel_field_meet,status,triage_priority,requires_manual_review,escalated_to_level,false_positive_flag,model_version,notes_short,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60
EVT-0010711,2024-07-03 03:27:04,CZ,EU-CENTRAL,Prague,CZ-146,48.97711,14.17168,AG-2215,HQ,CONFIDENTIAL,T-002,OP-2026-010711,SPECTRUM-179,INSIDER_TRADING,Healthcare,1,MEDIUM,CYBINT,HUMINT,65,57,55,62,52,293706,2660,92,N,N,N,N,DISMISSED,P3,N,1,N,aurora-1.2,incomplete metadata,55.53,57.1,46.97,63.98,51.75,62.13,50.16,54.34,60.72,56.75,22.07,24.0,30.92,27.51,36.01,27.13,31.26,30.27,30.98,25.36,23.71,37.99,27.2,31.13,25.76,33.3,23.77,16.94,28.79,30.85,44.77,42.55,28.02,40.79,48.18,46.95,53.18,36.11,56.75,34.52,33.23,48.04,38.14,27.97,36.96,20.61,36.26,58.45,5.69,0,1.67,55.93,53.51,53.94,0,44.77,36.94,28.64,63.89,0
EVT-0010712,2024-06-03 04:00:24,CZ,EU-CENTRAL,Prague,CZ-640,49.80118,15.44938,AG-6382,ANALYST,SECRET,T-012,OP-2026-010712,DEEPBLUE-314,INSIDER_TRADING,Logistics,3,MEDIUM,HUMINT,SIGINT,68,54,58,49,55,293386,2503,118,Y,Y,N,N,IN_REVIEW,P3,N,0,N,aurora-1.1,cross-border activity detected,72.68,57.99,60.05,46.11,61.34,54.67,51.56,50.89,48.34,57.55,28.91,19.43,34.05,26.32,32.36,28.97,23.87,20.89,26.28,21.0,31.13,28.03,17.49,16.73,22.21,26.12,22.92,23.97,22.22,23.4,55.12,75.91,61.99,59.88,83.47,57.73,50.72,72.52,67.75,70.24,27.29,41.29,42.3,40.29,58.66,28.25,20.41,0,48.16,31.26,27.86,33.6,30.2,35.46,21.68,0,0,37.61,22.01,40.38
EVT-0010721,2024-07-10 15:27:02,CZ,EU-CENTRAL,Prague,CZ-556,50.61023,13.82863,AG-1308,HQ,CONFIDENTIAL,T-003,OP-2026-010721,AURORA-200,ESPIONAGE,Finance,4,MEDIUM,SIGINT,FININT,58,42,41,49,32,181279,2541,118,Y,Y,N,N,NEW,P3,N,1,N,aurora-1.0,anomaly detected,50.35,43.19,52.54,45.96,44.73,28.81,37.74,32.17,43.52,21.98,9.88,26.46,23.83,13.05,16.12,17.81,20.71,13.26,12.63,9.42,22.49,14.33,36.1,20.92,29.25,28.99,31.91,23.74,29.64,22.42,61.54,56.38,90.07,89.35,76.89,69.16,73.34,75.27,75.84,50.52,32.12,37.32,42.22,8.18,2.54,5.83,14.04,21.5,31.65,38.03,40.51,49.0,0.86,16.59,38.35,0,36.28,65.37,42.13,27.0
EVT-0010749,2024-07-20 14:01:05,CZ,EU-CENTRAL,Prague,CZ-842,49.56507,15.12642,AG-3767,SENIOR,SECRET,T-005,OP-2026-010749,DEEPBLUE-360,INSIDER_TRADING,Logistics,8,LOW,HUMINT,SIGINT,69,24,31,30,10,109884,694,70,Y,Y,Y,N,NEW,P3,N,1,N,aurora-1.1,manual verification pending,22.13,16.56,24.86,29.0,33.92,19.88,29.38,6.33,10.25,31.44,14.98,3.12,13.07,15.27,10.39,12.63,4.65,21.12,14.9,12.73,8.28,7.32,10.95,8.78,11.41,14.24,10.06,2.32,9.39,5.91,90.66,96.75,94.19,97.69,100,100,99.29,100,100,92.77,0.08,0,0.33,0,41.97,31.28,4.28,14.02,7.22,24.81,52.83,49.95,0,32.81,43.96,0,28.73,2.21,8.71,3.07
EVT-0010750,2024-06-24 09:08:11,CZ,EU-CENTRAL,Prague,CZ-720,49.21615,14.19154,AG-2443,HQ,SECRET,T-001,OP-2026-010750,AURORA-010,INSIDER_TRADING,Logistics,8,MEDIUM,CYBINT,HUMINT,37,44,38,54,37,237147,2487,77,N,Y,Y,N,DISMISSED,P3,N,0,Y,aurora-1.2,manual verification pending,40.64,33.29,45.95,56.99,45.41,49.59,44.95,36.26,35.01,48.77,17.09,14.99,23.44,14.21,21.62,24.25,20.62,16.95,15.21,24.87,28.01,27.16,26.25,19.38,19.16,30.29,18.58,26.6,14.68,19.36,100,100,97.33,90.14,98.23,100,100,100,100,100,20.2,8.09,25.24,11.02,27.53,0,30.06,17.38,0.86,11.95,7.08,29.78,4.27,31.78,26.81,8.79,0,20.37,0,0
EVT-0010765,2024-05-13 15:17:39,CZ,EU-CENTRAL,Prague,CZ-231,49.89212,16.11506,AG-1521,HQ,TOP_SECRET,T-016,OP-2026-010765,AURORA-257,INSIDER_TRADING,Logistics,1,MEDIUM,OSINT,SIGINT,30,51,43,70,34,261146,2232,62,Y,N,Y,N,NEW,P3,N,1,N,aurora-2.0,incomplete metadata,47.22,47.83,49.84,72.34,41.45,44.87,51.07,31.74,64.08,35.99,28.29,25.99,25.11,28.37,27.77,27.38,30.66,28.91,28.94,28.35,21.52,18.99,13.09,27.62,24.27,22.67,13.44,14.46,19.71,19.22,53.49,45.08,48.28,31.64,52.93,54.1,41.54,47.13,48.64,44.12,31.82,1.78,38.46,36.89,44.1,28.98,54.11,7.52,48.36,5.19,19.47,29.85,22.72,27.06,22.34,0,49.41,29.19,11.42,30.28
EVT-0010776,2024-09-29 18:51:24,CZ,EU-CENTRAL,Prague,CZ-741,49.16781,14.06564,AG-7273,FIELD,TOP_SECRET,T-004,OP-2026-010776,NIGHTFALL-504,INSIDER_TRADING,Logistics,10,CRITICAL,SIGINT,OSINT,78,59,56,65,53,275879,3210,129,Y,N,Y,N,IN_REVIEW,P1,Y,1,N,aurora-1.1,source reliability downgraded,42.05,52.68,57.93,63.24,47.26,75.51,59.66,59.1,47.36,56.8,27.21,29.51,28.73,24.26,30.46,27.13,19.73,21.96,24.4,30.52,29.24,38.59,31.17,39.95,28.8,35.21,35.19,31.4,33.59,22.46,100,100,100,100,100,100,100,100,100,100,2.34,73.37,67.71,15.82,35.48,0,31.49,15.24,26.59,3.64,7.97,33.0,80.87,40.11,33.57,31.0,34.14,11.96,42.13,23.13
EVT-0010781,2024-01-04 01:01:25,CZ,EU-CENTRAL,Prague,CZ-801,49.52673,15.83954,AG-7265,HQ,SECRET,T-028,OP-2026-010781,AURORA-136,RANSOMWARE,Education,6,MEDIUM,SIGINT,HUMINT,47,57,57,59,53,286873,2953,102,Y,N,N,N,DISMISSED,P3,N,1,N,aurora-1.1,manual verification pending,60.68,43.51,37.7,57.67,47.75,53.18,52.98,62.16,49.95,78.45,27.5,34.31,18.68,30.96,28.8,29.86,35.19,25.39,22.77,23.86,30.46,33.67,31.75,28.74,33.8,29.52,27.79,33.34,24.27,32.23,83.92,71.17,93.53,93.72,85.23,79.07,99.76,100,79.69,86.66,21.27,23.3,32.77,49.54,10.4,24.23,36.77,45.13,15.27,46.04,17.71,17.97,25.0,45.0,35.24,44.35,38.14,17.0,45.7,71.79
EVT-0010789,2024-05-15 05:42:46,CZ,EU-CENTRAL,Prague,CZ-620,49.22135,15.27693,AG-3850,ANALYST,CONFIDENTIAL,T-026,OP-2026-010789,SPECTRUM-794,CYBER_INTRUSION,Logistics,9,CRITICAL,CYBINT,FININT,59,46,58,40,42,257758,2592,122,Y,Y,N,N,CONFIRMED,P1,Y,1,N,aurora-1.2,source reliability downgraded,44.49,44.16,36.93,48.49,45.82,61.9,36.43,41.07,39.79,63.04,22.11,27.72,24.29,28.73,30.19,17.79,19.48,33.27,27.47,27.65,28.15,27.74,25.26,27.19,22.97,23.78,24.85,29.87,24.23,24.84,100,100,100,100,100,100,100,100,100,100,34.57,51.55,21.38,47.05,18.86,5.18,36.36,0,40.69,33.03,62.83,18.51,15.19,58.3,39.04,38.74,1.3,12.03,35.11,71.86
EVT-0010792,2024-03-15 10:09:51,CZ,EU-CENTRAL,Prague,CZ-884,48.92446,15.61265,AG-8865,JUNIOR,TOP_SECRET,T-003,OP-2026-010792,DEEPBLUE-169,MONEY_LAUNDERING,Defense,4,MEDIUM,SIGINT,FININT,71,63,71,58,62,315088,3231,132,N,N,Y,N,IN_REVIEW,P2,Y,2,N,aurora-2.0,anomaly detected,54.47,62.42,62.13,68.76,47.93,52.07,59.46,67.09,70.51,53.03,28.91,32.89,26.19,22.52,30.18,35.79,30.0,27.21,24.68,41.97,32.36,31.81,33.79,31.8,37.92,37.16,26.65,39.57,41.38,33.15,66.38,69.76,70.24,65.99,86.34,69.38,58.68,75.06,69.0,72.09,77.5,11.46,55.34,15.89,95.22,28.25,46.52,33.82,69.25,26.64,54.84,17.26,17.94,49.8,18.0,54.36,46.5,35.05,48.41,6.52
EVT-0010811,2024-04-29 11:54:34,CZ,EU-CENTRAL,Prague,CZ-554,50.43598,14.64675,AG-8665,HQ,CONFIDENTIAL,T-025,OP-2026-010811,DEEPBLUE-009,INSIDER_TRADING,Healthcare,1,MEDIUM,HUMINT,OSINT,44,55,49,69,42,261892,2701,67,N,N,Y,N,IN_REVIEW,P3,N,0,N,aurora-2.0,possible duplicate event,63.85,69.47,49.87,60.99,50.19,58.35,60.11,57.42,43.21,56.66,31.15,26.85,22.7,29.68,33.37,16.07,33.1,24.91,29.68,17.96,27.33,23.77,34.14,24.66,32.32,27.22,32.41,23.39,23.85,26.28,55.73,63.49,45.0,41.99,64.1,51.05,44.54,36.47,42.6,54.92,2.16,0,16.69,23.07,35.91,32.57,26.32,73.7,39.96,44.45,25.82,0,49.52,39.11,0,24.77,8.97,0,27.36,25.02
EVT-0010820,2024-11-07 02:07:36,CZ,EU-CENTRAL,Prague,CZ-860,51.02746,15.38919,AG-3359,HQ,CONFIDENTIAL,T-034,OP-2026-010820,SPECTRUM-975,MONEY_LAUNDERING,Energy,7,MEDIUM,CYBINT,OSINT,67,48,55,40,51,191051,2400,100,Y,N,Y,N,NEW,P3,N,0,N,aurora-2.0,source reliability downgraded,55.18,60.9,59.24,30.55,57.0,48.58,53.9,24.73,36.63,59.15,31.24,27.82,23.36,15.82,18.59,22.95,18.46,14.88,14.04,19.99,30.21,31.44,34.32,23.82,22.41,38.76,30.06,19.09,18.25,29.22,100,100,100,96.05,100,100,92.65,84.33,100,100,22.91,4.97,7.49,0,42.71,14.21,36.43,17.93,48.21,28.28,15.75,50.58,0,71.9,34.24,2.9,38.96,19.08,39.98,0
EVT-0010839,2024-04-25 10:49:13,CZ,EU-CENTRAL,Prague,CZ-173,49.34882,12.98459,AG-7088,SENIOR,CONFIDENTIAL,T-014,OP-2026-010839,AURORA-246,RANSOMWARE,Government,6,MEDIUM,FININT,OSINT,50,48,42,52,49,241858,1302,122,Y,Y,N,N,NEW,P3,N,1,N,aurora-1.2,incomplete metadata,51.66,45.58,51.43,58.75,42.56,61.6,40.78,44.35,41.13,59.18,23.14,24.18,18.28,23.72,23.31,33.72,23.96,26.63,28.43,22.56,19.07,20.35,10.77,15.88,12.1,8.69,24.25,5.91,10.31,18.48,100,82.19,88.58,75.5,75.85,96.64,96.3,60.58,89.07,97.85,62.17,62.49,20.47,19.94,26.04,11.7,0,12.9,37.64,3.4,18.27,13.31,3.99,0,53.01,35.67,12.96,30.12,18.09,0
EVT-0010847,2024-08-06 11:13:14,CZ,EU-CENTRAL,Prague,CZ-372,50.87562,14.23743,AG-3110,FIELD,TOP_SECRET,T-036,OP-2026-010847,SPECTRUM-669,ESPIONAGE,Defense,1,MEDIUM,CYBINT,HUMINT,30,54,55,55,53,269213,2387,104,N,Y,N,N,IN_REVIEW,P3,N,1,N,aurora-1.1,possible duplicate event,55.78,54.97,51.75,43.95,46.89,35.51,51.49,50.27,56.25,54.57,25.35,26.82,27.47,21.63,34.69,30.11,25.88,21.69,30.13,28.22,27.01,28.82,17.57,30.12,23.0,19.22,32.01,20.03,25.77,25.27,59.97,50.62,52.27,43.32,39.96,53.5,68.42,47.62,45.37,43.23,30.59,0,81.46,36.44,42.15,58.24,30.22,0,45.85,28.82,38.06,32.52,20.81,31.63,13.8,38.96,53.38,25.93,31.5,32.29
EVT-0010849,2024-04-11 04:17:28,CZ,EU-CENTRAL,Prague,CZ-857,49.13284,14.93891,AG-7557,SENIOR,TOP_SECRET,T-039,OP-2026-010849,NIGHTFALL-268,CYBER_INTRUSION,Education,1,HIGH,HUMINT,FININT,48,75,81,78,66,422075,4050,114,Y,Y,Y,N,IN_REVIEW,P2,Y,1,N,aurora-1.0,cross-border activity detected,80.62,83.5,60.17,68.63,73.64,61.44,80.26,79.47,88.24,78.39,42.44,41.08,41.24,36.51,38.28,41.05,39.74,37.32,37.76,37.74,46.15,43.56,38.2,37.33,35.79,47.63,43.19,45.84,33.31,49.16,87.41,70.4,93.79,84.72,87.72,100,73.34,95.73,72.32,94.66,66.1,37.01,22.85,44.58,63.19,33.55,57.85,67.52,42.39,57.6,82.97,20.48,46.38,33.38,41.97,37.91,37.04,51.96,52.04,34.96
EVT-0010871,2024-01-19 16:52:44,CZ,EU-CENTRAL,Prague,CZ-550,48.90671,16.21481,AG-2315,JUNIOR,TOP_SECRET,T-025,OP-2026-010871,PHOENIX-575,INSIDER_TRADING,Energy,10,CRITICAL,FININT,HUMINT,58,59,71,43,69,241573,3198,129,N,Y,N,N,CONFIRMED,P1,Y,0,N,aurora-1.0,manual verification pending,65.25,63.16,51.65,50.17,39.03,57.02,66.02,55.68,65.04,56.05,23.92,25.09,24.38,22.29,25.75,31.86,16.29,24.89,27.95,31.66,29.16,34.95,29.08,34.89,33.57,33.53,30.65,28.01,27.57,35.47,100,100,100,100,100,100,100,100,100,100,37.72,33.16,70.42,35.82,38.2,24.39,29.13,51.96,28.62,18.77,33.56,28.56,0,43.4,25.65,18.31,39.69,61.62,29.86,41.33
EVT-0010875,2024-09-13 03:01:07,CZ,EU-CENTRAL,Prague,CZ-701,50.29561,14.40107,AG-3982,ANALYST,CONFIDENTIAL,T-039,OP-2026-010875,PHOENIX-799,CYBER_INTRUSION,Telecom,6,HIGH,CYBINT,SIGINT,86,76,86,65,82,369571,4264,131,N,Y,N,N,CLOSED,P2,N,1,N,aurora-2.0,cross-border activity detected,69.57,77.01,52.8,88.84,76.1,93.2,93.11,80.15,77.19,66.54,34.92,33.16,35.6,46.43,35.41,33.3,38.39,43.58,29.31,29.67,40.45,51.04,44.46,43.68,45.27,46.64,46.5,47.41,37.58,42.88,100,100,100,100,100,100,100,100,100,100,38.9,20.29,66.45,37.17,47.1,50.29,58.75,74.91,53.44,45.67,62.94,71.47,17.83,27.82,63.48,25.48,55.7,44.14,63.53,63.4
EVT-0010879,2024-01-06 22:27:49,CZ,EU-CENTRAL,Prague,CZ-353,49.90859,13.73289,AG-2511,JUNIOR,SECRET,T-030,OP-2026-010879,AURORA-821,INSIDER_TRADING,Education,10,CRITICAL,OSINT,SIGINT,44,13,16,15,7,76032,708,46,Y,Y,N,Y,NEW,P1,Y,0,N,aurora-1.2,pattern matches known cluster,10.65,17.8,20.46,12.72,15.03,11.53,7.01,19.75,28.76,26.75,6.54,12.09,12.58,14.94,1.97,11.92,1.18,14.37,8.63,7.08,12.31,4.81,8.86,13.6,0,12.99,4.73,11.26,13.44,3.36,100,100,100,100,100,100,100,100,100,100,0,31.04,0,6.37,11.96,8.6,21.01,0,7.29,0,24.4,0,8.41,45.22,32.53,14.25,56.76,40.33,36.51,29.38
EVT-0010899,2024-02-03 12:32:37,CZ,EU-CENTRAL,Prague,CZ-202,50.13815,12.98757,AG-5923,FIELD,CONFIDENTIAL,T-039,OP-2026-010899,PHOENIX-338,MONEY_LAUNDERING,Education,4,MEDIUM,HUMINT,CYBINT,47,64,69,70,51,331322,3008,111,Y,Y,N,Y,NEW,P2,Y,1,N,aurora-1.2,anomaly detected,53.52,76.38,67.89,69.27,66.9,62.16,76.33,49.14,56.68,55.84,27.14,25.26,24.47,32.53,30.95,34.94,29.47,34.17,26.0,35.83,26.98,27.87,26.29,35.66,26.81,27.99,22.44,32.86,26.19,32.75,64.09,76.21,93.12,72.15,53.64,77.72,70.34,63.52,71.19,58.53,32.67,37.86,34.82,27.39,37.54,53.53,0,27.34,60.0,28.81,57.73,24.88,2.77,40.08,26.57,45.82,46.54,11.7,11.2,58.2
EVT-0010904,2024-12-24 05:40:08,CZ,EU-CENTRAL,Prague,CZ-572,49.52438,15.50375,AG-6719,ANALYST,TOP_SECRET,T-027,OP-2026-010904,AURORA-856,MONEY_LAUNDERING,Energy,8,MEDIUM,SIGINT,HUMINT,30,52,64,38,60,220466,3218,93,Y,Y,Y,N,NEW,P3,N,1,N,aurora-1.0,anomaly detected,68.72,47.11,69.88,49.99,59.05,41.85,47.13,57.77,74.16,43.88,22.71,27.61,25.31,26.15,24.79,5.62,22.47,17.82,24.73,17.87,34.98,34.41,28.87,32.85,21.73,35.04,33.12,19.6,23.58,38.28,100,100,100,93.51,100,100,85.72,100,100,100,13.41,51.03,28.85,30.85,31.41,2.27,18.97,40.33,9.11,6.68,48.88,9.47,0,0,30.33,26.94,0,0,40.79,24.79
EVT-0010917,2024-10-25 03:03:00,CZ,EU-CENTRAL,Prague,CZ-493,50.24831,16.13647,AG-8294,SENIOR,SECRET,T-001,OP-2026-010917,NIGHTFALL-982,INSIDER_TRADING,Government,7,HIGH,OSINT,SIGINT,96,74,82,67,75,394901,2628,162,N,N,N,N,CLOSED,P2,N,3,N,aurora-1.2,possible duplicate event,77.93,74.26,74.94,71.51,75.21,66.13,90.58,62.03,94.6,78.06,45.82,41.02,37.2,35.22,39.51,40.04,44.04,41.27,35.01,42.27,35.04,30.27,34.01,17.02,31.48,22.4,36.61,19.24,33.26,18.86,100,100,100,100,100,100,100,100,100,100,31.47,36.47,48.42,62.3,32.71,29.21,31.93,55.62,55.22,12.12,23.7,33.83,32.98,40.21,3.33,71.19,72.85,23.27,52.52,40.73
EVT-0010922,2024-10-16 01:02:53,CZ,EU-CENTRAL,Prague,CZ-670,48.90556,15.66309,AG-6808,JUNIOR,CONFIDENTIAL,T-029,OP-2026-010922,NIGHTFALL-336,RANSOMWARE,Finance,10,CRITICAL,FININT,OSINT,77,79,80,87,66,386667,4206,151,Y,N,N,N,CONFIRMED,P1,Y,2,N,aurora-2.0,cross-border activity detected,67.15,83.69,61.28,70.47,71.19,76.45,83.67,63.33,61.46,68.85,39.07,32.88,34.69,34.73,41.63,36.83,38.1,33.27,43.62,32.12,27.67,43.95,39.39,41.26,46.41,39.71,46.31,50.27,38.87,50.55,100,100,100,100,100,100,100,100,100,100,1.6,19.2,32.67,54.44,61.02,27.9,3.38,33.47,34.84,18.94,20.48,35.85,32.56,26.39,42.69,59.37,30.28,0,77.73,39.05
EVT-0010962,2024-11-14 20:39:13,CZ,EU-CENTRAL,Prague,CZ-641,50.22555,15.46588,AG-3232,JUNIOR,CONFIDENTIAL,T-037,OP-2026-010962,PHOENIX-835,RANSOMWARE,Healthcare,7,LOW,SIGINT,OSINT,42,31,55,26,12,135997,1713,36,N,Y,N,Y,NEW,P3,N,1,N,aurora-1.0,cross-border activity detected,38.66,37.5,15.67,28.6,31.08,37.54,13.9,30.8,37.54,32.4,15.03,12.43,12.63,13.16,10.86,14.97,13.88,10.35,10.82,5.47,15.55,15.24,18.36,17.15,13.12,30.14,19.58,24.64,18.19,12.35,81.68,100,79.99,100,100,96.92,100,100,100,92.09,14.87,5.61,32.8,4.25,0,0.7,30.96,40.4,12.82,0,41.59,0,0,0,52.31,3.32,0.43,5.85,4.61,34.4
EVT-0010975,2024-05-24 16:18:50,CZ,EU-CENTRAL,Prague,CZ-724,50.10372,14.74127,AG-8444,JUNIOR,TOP_SECRET,T-024,OP-2026-010975,MIRAGE-992,RANSOMWARE,Government,2,MEDIUM,FININT,SIGINT,26,63,86,52,55,344867,2259,133,Y,Y,N,N,NEW,P2,Y,1,N,aurora-1.2,incomplete metadata,74.24,61.85,58.71,51.81,63.2,46.62,50.29,45.6,44.3,47.55,35.34,38.26,30.8,44.09,29.64,25.88,33.12,38.98,36.21,32.96,25.2,22.29,25.75,26.27,20.09,21.0,23.83,17.02,15.45,29.54,57.27,71.84,54.38,58.32,55.23,60.16,42.77,82.97,74.45,61.69,23.97,14.97,14.53,29.44,91.76,58.65,4.91,28.11,24.88,26.27,0,27.39,36.73,21.17,38.95,49.14,24.74,28.75,24.4,31.81
EVT-0010985,2024-09-30 02:50:56,CZ,EU-CENTRAL,Prague,CZ-331,51.17718,13.58422,AG-3659,HQ,TOP_SECRET,T-037,OP-2026-010985,DEEPBLUE-879,INSIDER_TRADING,Telecom,5,LOW,CYBINT,FININT,43,39,45,54,12,218099,1908,76,Y,Y,N,Y,IN_REVIEW,P3,N,1,N,aurora-2.0,anomaly detected,47.02,44.24,46.15,29.29,56.91,41.12,15.78,46.11,45.21,42.86,21.86,18.33,11.19,20.01,23.68,34.49,23.19,14.29,25.74,29.04,31.27,17.73,25.03,23.02,18.84,16.6,25.02,18.15,19.43,15.58,88.16,83.83,94.28,99.94,87.3,75.13,74.17,82.07,77.2,94.42,13.74,6.53,44.32,61.28,40.79,1.62,0,48.31,39.69,17.02,12.97,2.67,7.86,23.65,8.66,38.79,27.85,9.62,69.92,48.52
EVT-0011003,2024-11-18 23:28:35,CZ,EU-CENTRAL,Prague,CZ-353,50.0734,15.22801,AG-1616,FIELD,TOP_SECRET,T-036,OP-2026-011003,AURORA-604,CYBER_INTRUSION,Education,10,CRITICAL,HUMINT,OSINT,92,43,36,53,37,209171,2197,71,Y,N,Y,N,IN_REVIEW,P1,N,0,N,aurora-2.0,source reliability downgraded,41.57,24.45,38.27,43.03,35.87,43.25,39.63,63.12,42.81,50.88,29.19,16.44,31.26,18.71,18.0,27.14,18.02,20.46,20.5,22.25,23.32,24.92,22.29,21.04,14.37,28.38,29.82,19.47,23.01,23.5,100,100,100,100,100,100,100,100,100,100,20.13,27.57,36.2,11.5,0.65,27.21,24.34,47.79,8.8,13.33,0,45.55,62.35,0,49.17,6.34,8.58,3.88,49.37,5.24
EVT-0011017,2024-06-19 23:07:56,CZ,EU-CENTRAL,Prague,CZ-637,50.61354,14.33542,AG-9727,JUNIOR,SECRET,T-005,OP-2026-011017,MIRAGE-355,CYBER_INTRUSION,Energy,1,HIGH,HUMINT,SIGINT,64,66,83,61,56,300600,2917,131,Y,N,N,N,IN_REVIEW,P2,Y,0,N,aurora-1.2,possible duplicate event,54.04,45.45,55.4,59.4,51.97,54.21,79.75,64.16,52.21,52.39,35.77,31.71,33.78,35.07,32.88,24.33,28.15,34.47,24.96,28.15,27.3,34.97,29.91,32.17,23.34,32.44,24.71,23.46,21.15,32.01,76.78,84.34,95.1,72.62,89.87,94.26,94.52,83.07,92.25,77.16,11.64,64.58,21.49,52.41,64.32,40.71,21.34,10.48,15.74,22.41,37.83,2.98,0,27.2,49.98,49.73,49.58,27.92,0,26.38
EVT-0011021,2024-03-07 02:56:13,CZ,EU-CENTRAL,Prague,CZ-970,50.89176,13.39653,AG-4948,HQ,CONFIDENTIAL,T-023,OP-2026-011021,SPECTRUM-509,RANSOMWARE,Defense,10,CRITICAL,HUMINT,CYBINT,69,91,84,96,92,478640,4327,212,Y,N,Y,N,NEW,P1,Y,2,N,aurora-2.0,possible duplicate event,84.12,96.04,84.52,86.03,96.12,100,99.06,88.87,88.5,85.78,60.9,54.49,38.98,46.93,51.31,58.0,44.84,42.33,54.7,39.91,39.86,34.5,46.15,47.9,51.58,39.61,45.1,36.97,45.95,41.84,100,100,100,100,100,100,100,100,100,100,21.72,39.99,41.31,35.46,61.63,42.79,24.66,45.86,65.57,40.09,29.77,70.37,31.54,66.13,22.8,52.4,60.21,71.38,94.42,69.94
EVT-0011030,2024-06-10 06:28:50,CZ,EU-CENTRAL,Prague,CZ-216,49.48457,15.44546,AG-3179,JUNIOR,CONFIDENTIAL,T-038,OP-2026-011030,DEEPBLUE-871,MONEY_LAUNDERING,Telecom,7,MEDIUM,OSINT,FININT,37,56,71,57,39,292006,2744,125,N,Y,N,N,DISMISSED,P3,N,0,N,aurora-1.0,pattern matches known cluster,64.55,59.38,49.59,46.28,54.61,62.79,60.43,49.51,54.97,57.0,19.53,33.07,27.34,36.2,28.45,28.64,31.08,30.02,28.42,32.17,26.38,29.12,28.71,26.77,29.16,34.6,33.84,31.94,30.41,27.56,92.93,83.71,97.18,83.26,85.1,77.96,100,100,100,96.24,17.01,35.18,34.05,29.25,8.22,40.35,22.43,16.22,19.06,0,9.63,41.92,49.7,5.77,33.86,38.95,65.94,45.99,20.49,2.95
EVT-0011031,2024-04-29 18:41:54,CZ,EU-CENTRAL,Prague,CZ-140,50.09021,14.95046,AG-5365,JUNIOR,CONFIDENTIAL,T-006,OP-2026-011031,PHOENIX-649,INSIDER_TRADING,Energy,8,HIGH,FININT,HUMINT,69,68,83,56,68,331188,3411,90,Y,N,N,N,CLOSED,P2,Y,3,N,aurora-1.0,pattern matches known cluster,79.15,73.44,84.79,71.32,83.47,55.1,69.5,90.21,82.72,84.08,32.61,37.07,44.44,33.11,27.93,31.01,32.84,37.95,35.93,42.7,31.38,35.25,34.98,27.05,39.51,27.79,32.51,33.89,30.9,32.04,100,100,100,100,100,100,100,100,100,100,5.85,37.95,25.16,31.24,40.19,17.44,34.44,36.72,30.79,59.48,39.49,53.73,23.04,64.84,41.11,33.19,27.09,72.29,5.53,35.94
EVT-0011035,2024-10-05 12:27:36,CZ,EU-CENTRAL,Prague,CZ-520,50.9679,13.06684,AG-6554,JUNIOR,TOP_SECRET,T-031,OP-2026-011035,SPECTRUM-764,ESPIONAGE,Healthcare,3,MEDIUM,CYBINT,SIGINT,78,53,64,40,58,265151,3023,94,Y,N,N,N,DISMISSED,P3,N,0,N,aurora-2.0,manual verification pending,57.47,66.43,63.87,63.68,62.06,48.1,55.14,44.2,41.13,44.54,32.22,22.89,35.1,26.32,28.8,27.07,16.91,28.38,26.22,33.18,33.3,36.54,36.54,27.26,30.68,33.77,33.09,31.7,28.78,25.26,67.56,49.24,61.79,66.38,49.66,67.93,48.78,70.15,75.07,51.29,0,12.04,22.94,39.46,6.25,26.61,49.83,0,16.42,31.4,13.28,0,45.24,20.74,58.05,49.82,20.76,58.01,0,36.39
EVT-0011036,2024-12-31 20:13:23,CZ,EU-CENTRAL,Prague,CZ-482,51.00243,14.09607,AG-7758,ANALYST,CONFIDENTIAL,T-008,OP-2026-011036,SPECTRUM-426,ESPIONAGE,Government,3,LOW,SIGINT,CYBINT,63,26,35,30,14,145078,1396,52,Y,N,Y,N,IN_REVIEW,P3,N,0,N,aurora-1.0,incomplete metadata,19.6,28.32,21.03,35.59,33.78,35.99,33.5,20.06,26.73,25.88,10.09,19.23,12.06,16.48,15.06,18.2,25.14,19.05,9.55,21.41,8.07,10.66,15.98,8.83,15.04,14.67,20.33,14.82,13.56,20.82,44.21,68.71,55.44,76.62,63.85,62.55,73.54,75.45,61.37,73.42,9.13,6.35,38.75,8.98,13.65,0,21.57,25.46,0,29.36,4.47,24.15,35.36,0,4.95,0,0,0,7.4,8.33
